Gene_ID	GO_Terms
AT1G09080	['GO:0140662']
AT1G09090	['GO:0005509', 'GO:0016174', 'GO:0050664']
AT1G09100	['GO:0016887']
AT1G09110	['GO:0030533']
AT1G09130	['GO:0004176', 'GO:0004252']
AT1G09140	['GO:0005515']
AT1G09150	['GO:0003723']
AT1G09155	['GO:0030246']
AT1G09157	['GO:0140104']
AT1G09160	['GO:0017018']
AT1G09170	['GO:0003777', 'GO:0008017']
AT1G09180	['GO:0003924', 'GO:0005525']
AT1G09210	['GO:0005509', 'GO:0051082']
AT1G09230	['GO:0030626', 'GO:0097157']
AT1G09240	['GO:0030410']
AT1G09250	['GO:0003700', 'GO:0005515', 'GO:0046983']
AT1G09270	['GO:0005515', 'GO:0061608']
AT1G09290	['GO:0003723']
AT1G09300	['GO:0004177', 'GO:0008233', 'GO:0030145', 'GO:0070006']
AT1G09320	['GO:0035064', 'GO:0042393', 'GO:0140566']
AT1G09330	['GO:0005515']
AT1G09340	['GO:0003677', 'GO:0003723', 'GO:0003729', 'GO:0005515', 'GO:0010297']
AT1G09350	['GO:0016757', 'GO:0047216']
AT1G09360	['GO:0046910']
AT1G09370	['GO:0046910']
AT1G09380	['GO:0022857']
AT1G09390	['GO:0016788']
AT1G09400	['GO:0010181', 'GO:0016491']
AT1G09410	['GO:0003723', 'GO:0008270']
AT1G09415	['GO:0005515']
AT1G09420	['GO:0004345', 'GO:0050661']
AT1G09430	['GO:0003878']
AT1G09450	['GO:0035402', 'GO:0072354']
AT1G09470	['GO:0005515']
AT1G09480	['GO:0004022']
AT1G09490	['GO:0004022']
AT1G09500	['GO:0004022', 'GO:0005515']
AT1G09510	['GO:0004022']
AT1G09530	['GO:0000976', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0042802', 'GO:0043565', 'GO:0046983']
AT1G09540	['GO:0000976', 'GO:0003700']
AT1G09560	['GO:0030145']
AT1G09570	['GO:0000155', 'GO:0003729', 'GO:0004672', 'GO:0004673', 'GO:0005515', 'GO:0009883', 'GO:0031516', 'GO:0042802', 'GO:0042803']
AT1G09575	['GO:0005262']
AT1G09610	['GO:0030775']
AT1G09620	['GO:0002161', 'GO:0004823']
AT1G09630	['GO:0003924']
AT1G09640	['GO:0004364']
AT1G09700	['GO:0003725', 'GO:0005515', 'GO:0035198', 'GO:0042802']
AT1G09720	['GO:0003779']
AT1G09730	['GO:0070139']
AT1G09770	['GO:0003700', 'GO:0005515']
AT1G09780	['GO:0030145', 'GO:0046537']
AT1G09795	['GO:0000287', 'GO:0003879']
AT1G09800	['GO:0003723', 'GO:0009982', 'GO:0160147']
AT1G09810	['GO:0005515']
AT1G09830	['GO:0004637', 'GO:0046872']
AT1G09840	['GO:0004674']
AT1G09860	['GO:0005345', 'GO:0015211']
AT1G09870	['GO:0016791']
AT1G09880	['GO:0016829', 'GO:0030246', 'GO:0102210']
AT1G09890	['GO:0016829', 'GO:0030246', 'GO:0102210']
AT1G09910	['GO:0016829', 'GO:0030246', 'GO:0102210']
AT1G09930	['GO:0035673']
AT1G09935	['GO:0003824']
AT1G09940	['GO:0008883', 'GO:0050661']
AT1G09950	['GO:0043565']
AT1G09960	['GO:0008506', 'GO:0008515']
AT1G09970	['GO:0001653', 'GO:0004672', 'GO:0004674', 'GO:0005515', 'GO:0016301', 'GO:0042277', 'GO:0042802']
AT1G10000	['GO:0003676', 'GO:0004523']
AT1G10010	['GO:0015171']
AT1G10030	['GO:0030674']
AT1G10050	['GO:0031176']
AT1G10060	['GO:0004084', 'GO:0005515', 'GO:0052654', 'GO:0052655', 'GO:0052656']
AT1G10070	['GO:0004084', 'GO:0052654', 'GO:0052655', 'GO:0052656']
AT1G10090	['GO:0005227']
AT1G10095	['GO:0008318']
AT1G10120	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT1G10130	['GO:0005388', 'GO:0015410', 'GO:0016887']
AT1G10150	['GO:0030246']
AT1G10170	['GO:0003700', 'GO:0003729', 'GO:0005515', 'GO:0008270']
AT1G10180	['GO:0005515']
AT1G10200	['GO:0003729', 'GO:0051015']
AT1G10210	['GO:0004672', 'GO:0004707', 'GO:0005515', 'GO:0016301']
AT1G10230	['GO:0005515']
AT1G10240	['GO:0005515', 'GO:0008270']
AT1G10250	['GO:0003714']
AT1G10270	['GO:0005515']
AT1G10280	['GO:0016757']
AT1G10290	['GO:0003924']
AT1G10300	['GO:0003924', 'GO:0005525']
AT1G10310	['GO:0016616']
AT1G10350	['GO:0051082']
AT1G10360	['GO:0004364']
AT1G10370	['GO:0004364']
AT1G10380	['GO:0030247']
AT1G10390	['GO:0005515', 'GO:0017056']
AT1G10400	['GO:0016757']
AT1G10430	['GO:0005515', 'GO:0017018']
AT1G10440	['GO:0030533']
AT1G10460	['GO:0030145']
AT1G10470	['GO:0000156', 'GO:0004674', 'GO:0005515']
AT1G10480	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT1G10490	['GO:0003723', 'GO:0106162']
AT1G10500	['GO:0030674']
AT1G10520	['GO:0003887', 'GO:0005515', 'GO:0034061']
AT1G10522	['GO:0003677', 'GO:0005515']
AT1G10540	['GO:0022857']
AT1G10550	['GO:0004553', 'GO:0016762', 'GO:0030247']
AT1G10560	['GO:0004842', 'GO:0005515', 'GO:0061630']
AT1G10570	['GO:0070139']
AT1G10580	['GO:0003729']
AT1G10585	['GO:0003700', 'GO:0046983']
AT1G10586	['GO:0046983']
AT1G10590	['GO:0003729']
AT1G10600	['GO:0061578', 'GO:0140492']
AT1G10610	['GO:0003700', 'GO:0005515', 'GO:0046983']
AT1G10620	['GO:0004674']
AT1G10630	['GO:0003729', 'GO:0005507', 'GO:0005525', 'GO:0016004']
AT1G10640	['GO:0004650']
AT1G10650	['GO:0005515']
AT1G10670	['GO:0003878']
AT1G10680	['GO:0016887', 'GO:0042626', 'GO:0140359']
AT1G10690	['GO:0005515']
AT1G10700	['GO:0000287', 'GO:0004749']
AT1G10760	['GO:0003729', 'GO:0005515', 'GO:0050521']
AT1G10770	['GO:0004857']
AT1G10780	['GO:0005515']
AT1G10800	['GO:0030171']
AT1G10830	['GO:0090471']
AT1G10840	['GO:0003729', 'GO:0005515', 'GO:0008237']
AT1G10850	['GO:0004672', 'GO:0005524']
AT1G10880	['GO:0016757']
AT1G10900	['GO:0016308']
AT1G10910	['GO:0003729', 'GO:0005515']
AT1G10920	['GO:0043531']
AT1G10930	['GO:0043138']
AT1G10940	['GO:0004672', 'GO:0005515', 'GO:0016301', 'GO:0070300']
AT1G10960	['GO:0009055']
AT1G10970	['GO:0005375', 'GO:0005385', 'GO:0005515']
AT1G11010	['GO:0030533']
AT1G11020	['GO:0008270']
AT1G11030	['GO:0030533']
AT1G11040	['GO:0051082']
AT1G11050	['GO:0004674', 'GO:0016301']
AT1G11090	['GO:0047372']
AT1G11100	['GO:0140658']
AT1G11130	['GO:0004672', 'GO:0005515', 'GO:0005524', 'GO:0042802']
AT1G11160	['GO:0005515']
AT1G11170	['GO:0016757']
AT1G11190	['GO:0000014', 'GO:0003676', 'GO:0004519', 'GO:0004521', 'GO:0016891', 'GO:0043765', 'GO:1990238']
AT1G11250	['GO:0005484']
AT1G11260	['GO:0015144', 'GO:0015145']
AT1G11280	['GO:0004672', 'GO:0004674', 'GO:0005516', 'GO:0005524']
AT1G11290	['GO:0003729', 'GO:0004519', 'GO:0008270']
AT1G11300	['GO:0004674', 'GO:0005516']
AT1G11330	['GO:0004672', 'GO:0004674', 'GO:0005516']
AT1G11340	['GO:0004674', 'GO:0005516']
AT1G11350	['GO:0004672', 'GO:0004674', 'GO:0005516', 'GO:0031625']
AT1G11362	['GO:0046910']
AT1G11370	['GO:0030599']
AT1G11390	['GO:0016301']
AT1G11400	['GO:0005515']
AT1G11410	['GO:0004674', 'GO:0005516']
AT1G11430	['GO:0003729', 'GO:0005515', 'GO:0042803', 'GO:0046983']
AT1G11440	['GO:0004674', 'GO:0070300']
AT1G11450	['GO:0022857']
AT1G11460	['GO:0022857']
AT1G11475	['GO:0003677', 'GO:0003899', 'GO:0008270']
AT1G11480	['GO:0003729']
AT1G11490	['GO:0003700']
AT1G11510	['GO:0005515']
AT1G11530	['GO:0003756']
AT1G11545	['GO:0004553', 'GO:0016762', 'GO:0030247']
AT1G11550	['GO:0030533']
AT1G11580	['GO:0004857', 'GO:0030598', 'GO:0030599']
AT1G11590	['GO:0004857', 'GO:0030599']
AT1G11593	['GO:0046910']
AT1G11600	['GO:0005506', 'GO:0020037', 'GO:0071614']
AT1G11610	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G11640	['GO:0030533']
AT1G11650	['GO:0003723', 'GO:0003729', 'GO:0008143']
AT1G11660	['GO:0140662']
AT1G11670	['GO:0015297', 'GO:0042910']
AT1G11680	['GO:0005506', 'GO:0008398', 'GO:0020037']
AT1G11720	['GO:0004373', 'GO:0009011', 'GO:0016757', 'GO:0033840', 'GO:0042802', 'GO:2001070']
AT1G11730	['GO:0016757', 'GO:0016758']
AT1G11750	['GO:0004176', 'GO:0004252']
AT1G11755	['GO:0045547']
AT1G11760	['GO:0003712']
AT1G11770	['GO:0016899', 'GO:0071949']
AT1G11780	['GO:0035514']
AT1G11790	['GO:0004664', 'GO:0047769']
AT1G11810	['GO:0005515']
AT1G11820	['GO:0042973']
AT1G11840	['GO:0004462']
AT1G11860	['GO:0003729', 'GO:0004047']
AT1G11870	['GO:0004828']
AT1G11880	['GO:0000009', 'GO:0004376']
AT1G11890	['GO:0005484', 'GO:0005515']
AT1G11910	['GO:0004175']
AT1G11915	['GO:0030247']
AT1G11920	['GO:0016829', 'GO:0030570']
AT1G11940	['GO:0016757']
AT1G11950	['GO:0032454']
AT1G11960	['GO:0005227', 'GO:0005262', 'GO:0005515']
AT1G11990	['GO:0016757']
AT1G12000	['GO:0005524', 'GO:0047334']
AT1G12010	['GO:0009815']
AT1G12040	['GO:0005199', 'GO:0009927']
AT1G12050	['GO:0004334']
AT1G12060	['GO:0051087']
AT1G12070	['GO:0005094']
AT1G12110	['GO:0005515', 'GO:0015112']
AT1G12120	['GO:0005515']
AT1G12130	['GO:0004499', 'GO:0050660', 'GO:0050661']
AT1G12140	['GO:0004497', 'GO:0004499', 'GO:0050660', 'GO:0050661', 'GO:0080107']
AT1G12160	['GO:0004499', 'GO:0050660', 'GO:0050661']
AT1G12200	['GO:0004499', 'GO:0050660', 'GO:0050661']
AT1G12210	['GO:0043531']
AT1G12220	['GO:0000166', 'GO:0005515', 'GO:0038023', 'GO:0042802', 'GO:0043531']
AT1G12230	['GO:0004801', 'GO:0008270']
AT1G12240	['GO:0004564']
AT1G12260	['GO:0000976', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT1G12270	['GO:0051879', 'GO:0070678']
AT1G12280	['GO:0005515', 'GO:0043531']
AT1G12290	['GO:0043531']
AT1G12300	['GO:0003723']
AT1G12310	['GO:0005509']
AT1G12350	['GO:0004632']
AT1G12360	['GO:0005515']
AT1G12370	['GO:0003904', 'GO:0003913']
AT1G12390	['GO:0005515']
AT1G12410	['GO:0004176', 'GO:0004252']
AT1G12420	['GO:0016597']
AT1G12430	['GO:0003777', 'GO:0008017']
AT1G12440	['GO:0003677', 'GO:0008270']
AT1G12460	['GO:0004672', 'GO:0004674', 'GO:0005515', 'GO:0016301']
AT1G12480	['GO:0005515', 'GO:0008308', 'GO:0008509', 'GO:0019901']
AT1G12490	['GO:0005515']
AT1G12500	['GO:0008514']
AT1G12510	['GO:0030533']
AT1G12520	['GO:0005507', 'GO:0016532']
AT1G12530	['GO:0005515']
AT1G12540	['GO:0003700', 'GO:0046983']
AT1G12550	['GO:0016618', 'GO:0030267', 'GO:0051287']
AT1G12570	['GO:0016614', 'GO:0050660']
AT1G12580	['GO:0004674']
AT1G12590	['GO:0030533']
AT1G12610	['GO:0000976', 'GO:0003700', 'GO:0043565']
AT1G12630	['GO:0000976', 'GO:0003700']
AT1G12640	['GO:0016746', 'GO:0047184', 'GO:0071617']
AT1G12710	['GO:0030246']
AT1G12740	['GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G12750	['GO:0004252']
AT1G12760	['GO:0004842']
AT1G12770	['GO:0003724', 'GO:0003729']
AT1G12780	['GO:0003978', 'GO:0046983', 'GO:0050373']
AT1G12790	['GO:0005515']
AT1G12800	['GO:0003729', 'GO:0019843']
AT1G12810	['GO:0005515']
AT1G12820	['GO:0000822', 'GO:0005515', 'GO:0010011']
AT1G12840	['GO:0005515', 'GO:0046961']
AT1G12860	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT1G12880	['GO:0016462']
AT1G12890	['GO:0003700', 'GO:0005515']
AT1G12900	['GO:0003729', 'GO:0016620', 'GO:0047100', 'GO:0050661', 'GO:0051287', 'GO:1901149']
AT1G12910	['GO:0000976']
AT1G12920	['GO:0003747']
AT1G12940	['GO:0015112']
AT1G12950	['GO:0015297', 'GO:0042910']
AT1G12970	['GO:0004674']
AT1G12980	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT1G12990	['GO:0003830', 'GO:0016757']
AT1G13000	['GO:0016757']
AT1G13010	['GO:0030533']
AT1G13020	['GO:0003729', 'GO:0003743', 'GO:0042803']
AT1G13030	['GO:0030619', 'GO:0030620']
AT1G13080	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13090	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13100	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13110	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13120	['GO:0005515']
AT1G13130	['GO:0016985']
AT1G13140	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13150	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13210	['GO:0000287', 'GO:0015662', 'GO:0016887', 'GO:0140326']
AT1G13220	['GO:0005515']
AT1G13240	['GO:0030533']
AT1G13250	['GO:0016757', 'GO:0047262']
AT1G13260	['GO:0000976', 'GO:0003677', 'GO:0003700']
AT1G13270	['GO:0003729', 'GO:0004239']
AT1G13280	['GO:0046423']
AT1G13290	['GO:0003700']
AT1G13300	['GO:0001217', 'GO:0003700']
AT1G13320	['GO:0005515']
AT1G13350	['GO:0004674', 'GO:0005524']
AT1G13370	['GO:0030527', 'GO:0046982']
AT1G13400	['GO:0003700']
AT1G13440	['GO:0004365', 'GO:0005507', 'GO:0005515', 'GO:0008270', 'GO:0016620', 'GO:0050661', 'GO:0051287', 'GO:1901149']
AT1G13450	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0042802', 'GO:0043565']
AT1G13460	['GO:0005515', 'GO:0019888']
AT1G13490	['GO:0090729']
AT1G13560	['GO:0004142', 'GO:0004307', 'GO:0016780']
AT1G13570	['GO:0005515']
AT1G13580	['GO:0050291']
AT1G13600	['GO:0003700', 'GO:0042803', 'GO:0046982']
AT1G13610	['GO:0008236']
AT1G13620	['GO:0005515', 'GO:0008083']
AT1G13635	['GO:0008725']
AT1G13640	['GO:0004430']
AT1G13680	['GO:0008081']
AT1G13690	['GO:0003729']
AT1G13700	['GO:0017057']
AT1G13710	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT1G13720	['GO:0030533']
AT1G13730	['GO:0003729']
AT1G13740	['GO:0005515']
AT1G13750	['GO:0003993']
AT1G13820	['GO:0003824']
AT1G13840	['GO:0030533']
AT1G13850	['GO:0030533']
AT1G13870	['GO:0005516', 'GO:0017076']
AT1G13890	['GO:0005484']
AT1G13900	['GO:0003993', 'GO:0005515', 'GO:0030943']
AT1G13930	['GO:0003729', 'GO:0005515']
AT1G13950	['GO:0003723', 'GO:0003746', 'GO:0043022']
AT1G13960	['GO:0000976', 'GO:0003677', 'GO:0003700', 'GO:0043565']
AT1G13980	['GO:0005085', 'GO:0005515', 'GO:0010292', 'GO:0042802', 'GO:0042803']
AT1G14000	['GO:0004709', 'GO:0004712', 'GO:0005515']
AT1G14020	['GO:0016757']
AT1G14030	['GO:0005515', 'GO:0016279', 'GO:0030785']
AT1G14070	['GO:0008107', 'GO:0008417', 'GO:0016757']
AT1G14080	['GO:0008107', 'GO:0008417', 'GO:0016757', 'GO:0031127']
AT1G14100	['GO:0008107']
AT1G14110	['GO:0008107', 'GO:0008417']
AT1G14120	['GO:0050302']
AT1G14130	['GO:0050302']
AT1G14150	['GO:0005509', 'GO:0045156']
AT1G14170	['GO:0003729']
AT1G14185	['GO:0016614', 'GO:0050660']
AT1G14190	['GO:0016614', 'GO:0050660']
AT1G14205	['GO:0003735']
AT1G14210	['GO:0003723', 'GO:0033897']
AT1G14220	['GO:0003723', 'GO:0033897']
AT1G14230	['GO:0004050']
AT1G14240	['GO:0004050']
AT1G14250	['GO:0004050']
AT1G14260	['GO:0004842', 'GO:0008270']
AT1G14270	['GO:0004222']
AT1G14280	['GO:0005515']
AT1G14290	['GO:0000170', 'GO:0005506', 'GO:0016491', 'GO:0102772']
AT1G14320	['GO:0003729', 'GO:0005515']
AT1G14350	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT1G14360	['GO:0005460']
AT1G14370	['GO:0004674', 'GO:0005515', 'GO:0030957']
AT1G14390	['GO:0004674', 'GO:0005515']
AT1G14400	['GO:0004842', 'GO:0061631', 'GO:0140936']
AT1G14410	['GO:0003677', 'GO:0003697', 'GO:0003729', 'GO:0042162']
AT1G14420	['GO:0016829', 'GO:0030570']
AT1G14440	['GO:0005515', 'GO:0042803']
AT1G14460	['GO:0003677', 'GO:0003887', 'GO:0016887']
AT1G14490	['GO:0003680']
AT1G14510	['GO:0000976', 'GO:0035064']
AT1G14520	['GO:0005506', 'GO:0050113']
AT1G14530	['GO:0046790']
AT1G14540	['GO:0004601', 'GO:0020037', 'GO:0140825']
AT1G14550	['GO:0020037', 'GO:0140825']
AT1G14560	['GO:0015228']
AT1G14570	['GO:0005515', 'GO:0030674']
AT1G14580	['GO:0000976', 'GO:0003700']
AT1G14600	['GO:0003700']
AT1G14610	['GO:0002161', 'GO:0004832']
AT1G14620	['GO:0003735']
AT1G14640	['GO:0003723']
AT1G14650	['GO:0003723']
AT1G14660	['GO:0010348', 'GO:0015385']
AT1G14685	['GO:0000987', 'GO:0001222', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:1990837']
AT1G14686	['GO:0005545', 'GO:0030276']
AT1G14687	['GO:0000976', 'GO:0003677', 'GO:0005515', 'GO:0042803']
AT1G14688	['GO:0004842']
AT1G14690	['GO:0008017']
AT1G14700	['GO:0003993']
AT1G14710	['GO:0003729', 'GO:0032451']
AT1G14720	['GO:0004553', 'GO:0016762', 'GO:0030247']
AT1G14730	['GO:0140571']
AT1G14740	['GO:0005515']
AT1G14760	['GO:0003677']
AT1G14770	['GO:0005515']
AT1G14790	['GO:0003968']
AT1G14810	['GO:0004073', 'GO:0016620', 'GO:0046983', 'GO:0050661', 'GO:0051287']
AT1G14830	['GO:0003924']
AT1G14840	['GO:0008017']
AT1G14850	['GO:0005515', 'GO:0017056']
AT1G14860	['GO:0016462']
AT1G14880	['GO:0003729']
AT1G14890	['GO:0004857']
AT1G14900	['GO:0003677']
AT1G14910	['GO:0000149', 'GO:0005515', 'GO:0005545', 'GO:0030276']
AT1G14920	['GO:0000976', 'GO:0003700', 'GO:0003713', 'GO:0005515']
AT1G14930	['GO:0003729']
AT1G14970	['GO:0016757']
AT1G14980	['GO:0005507', 'GO:0005524', 'GO:0044183', 'GO:0051087']
AT1G15000	['GO:0004185']
AT1G15020	['GO:0016971', 'GO:0016972']
AT1G15040	['GO:0016811']
AT1G15050	['GO:0003700', 'GO:0005515']
AT1G15080	['GO:0003993', 'GO:0008195']
AT1G15090	['GO:0030533']
AT1G15100	['GO:0004842', 'GO:0005515']
AT1G15110	['GO:0003882', 'GO:0106245']
AT1G15130	['GO:0005515', 'GO:0043130']
AT1G15140	['GO:0004324', 'GO:0005507', 'GO:0016491', 'GO:0071949']
AT1G15150	['GO:0015297', 'GO:0042910']
AT1G15160	['GO:0015297', 'GO:0042910']
AT1G15165	['GO:0004842']
AT1G15170	['GO:0015297', 'GO:0042910']
AT1G15180	['GO:0015297', 'GO:0042910']
AT1G15200	['GO:0003729', 'GO:0005515']
AT1G15210	['GO:0003729', 'GO:0016887', 'GO:0042626', 'GO:0140359']
AT1G15215	['GO:0003682']
AT1G15220	['GO:0005515', 'GO:0016491']
AT1G15240	['GO:0035091']
AT1G15250	['GO:0003729']
AT1G15270	['GO:0003729']
AT1G15280	['GO:0003729']
AT1G15290	['GO:0003729']
AT1G15310	['GO:0003924', 'GO:0008312', 'GO:0016887']
AT1G15320	['GO:0043565']
AT1G15340	['GO:0008327']
AT1G15360	['GO:0003700', 'GO:0043565']
AT1G15370	['GO:0005515']
AT1G15390	['GO:0042586']
AT1G15400	['GO:0005515']
AT1G15410	['GO:0036361']
AT1G15440	['GO:0005515']
AT1G15450	['GO:0030533']
AT1G15460	['GO:0005452', 'GO:0080139']
AT1G15470	['GO:0005515']
AT1G15480	['GO:0003729']
AT1G15490	['GO:0016787']
AT1G15500	['GO:0005471']
AT1G15510	['GO:0008270']
AT1G15520	['GO:0005515', 'GO:0015562', 'GO:0016887', 'GO:0042626', 'GO:0140359']
AT1G15530	['GO:0004674', 'GO:0016301']
AT1G15550	['GO:0005515', 'GO:0008134', 'GO:0016707']
AT1G15570	['GO:0005515', 'GO:0016538']
AT1G15580	['GO:0003700', 'GO:0005515']
AT1G15650	['GO:0030533']
AT1G15660	['GO:0019237']
AT1G15690	['GO:0003729', 'GO:0004427', 'GO:0009678']
AT1G15700	['GO:0030234', 'GO:0046933']
AT1G15710	['GO:0004665', 'GO:0033730', 'GO:0070403']
AT1G15750	['GO:0005515', 'GO:0042802', 'GO:0042803']
AT1G15770	['GO:0003713', 'GO:0031490']
AT1G15772	['GO:0003713', 'GO:0031490']
AT1G15780	['GO:0003713', 'GO:0005515', 'GO:0031490']
AT1G15790	['GO:0003713', 'GO:0031490']
AT1G15810	['GO:0003729', 'GO:0003735']
AT1G15820	['GO:0003729', 'GO:0016168']
AT1G15880	['GO:0000149']
AT1G15890	['GO:0043531']
AT1G15910	['GO:0003677', 'GO:0003723', 'GO:0003725', 'GO:0005515']
AT1G15920	['GO:0004535', 'GO:0005515']
AT1G15950	['GO:0016621']
AT1G15960	['GO:0005384', 'GO:0015086', 'GO:0015103', 'GO:0046873']
AT1G15970	['GO:0008725']
AT1G15990	['GO:0005249']
AT1G16010	['GO:0015095']
AT1G16020	['GO:0005515']
AT1G16030	['GO:0140662']
AT1G16060	['GO:0000981', 'GO:0003677', 'GO:0003700']
AT1G16070	['GO:0003700']
AT1G16090	['GO:0004674', 'GO:0030247']
AT1G16100	['GO:0030533']
AT1G16110	['GO:0016301', 'GO:0030247']
AT1G16120	['GO:0016301', 'GO:0030247']
AT1G16130	['GO:0004674', 'GO:0005509', 'GO:0016301', 'GO:0030247']
AT1G16140	['GO:0005509']
AT1G16150	['GO:0005509', 'GO:0016301', 'GO:0030247']
AT1G16160	['GO:0005509', 'GO:0016301', 'GO:0030247']
AT1G16190	['GO:0003684', 'GO:0031593', 'GO:0043130', 'GO:0070628']
AT1G16220	['GO:0017018']
AT1G16240	['GO:0005484', 'GO:0005515']
AT1G16260	['GO:0005509', 'GO:0016301', 'GO:0030247']
AT1G16270	['GO:0004712']
AT1G16280	['GO:0003676', 'GO:0003724', 'GO:0005515']
AT1G16300	['GO:0004365', 'GO:0050661', 'GO:0051287']
AT1G16310	['GO:0008324']
AT1G16330	['GO:0005515']
AT1G16340	['GO:0008676']
AT1G16350	['GO:0003938']
AT1G16370	['GO:0015144', 'GO:0022857']
AT1G16380	['GO:0015385']
AT1G16390	['GO:0015144', 'GO:0022857']
AT1G16400	['GO:0005506', 'GO:0016709', 'GO:0020037']
AT1G16410	['GO:0005506', 'GO:0016709', 'GO:0020037']
AT1G16420	['GO:0004197']
AT1G16430	['GO:0003712']
AT1G16440	['GO:0004674', 'GO:0005515', 'GO:0016301']
AT1G16445	['GO:0003729']
AT1G16450	['GO:0030533']
AT1G16460	['GO:0004792', 'GO:0016784']
AT1G16480	['GO:0003723', 'GO:0008270']
AT1G16490	['GO:0000976', 'GO:0003700']
AT1G16530	['GO:0000976', 'GO:0001216']
AT1G16540	['GO:0008265', 'GO:0009000']
AT1G16570	['GO:0000030', 'GO:0016757']
AT1G16610	['GO:0005515']
AT1G16640	['GO:0005515']
AT1G16670	['GO:0004674', 'GO:0005515']
AT1G16690	['GO:0005515']
AT1G16700	['GO:0008137', 'GO:0046872']
AT1G16705	['GO:0005515']
AT1G16710	['GO:0004402', 'GO:0008270']
AT1G16720	['GO:0003723', 'GO:0003729', 'GO:0005515']
AT1G16740	['GO:0003735']
AT1G16760	['GO:0004672', 'GO:0005524']
AT1G16780	['GO:0004427', 'GO:0009678']
AT1G16800	['GO:0004386', 'GO:0008266']
AT1G16890	['GO:0004842', 'GO:0005515']
AT1G16900	['GO:0000026', 'GO:0004377', 'GO:0016757', 'GO:0052918', 'GO:0052926']
AT1G16920	['GO:0003924', 'GO:0005525']
AT1G16950	['GO:0005179']
AT1G16970	['GO:0003678', 'GO:0003684', 'GO:0003690', 'GO:0005515', 'GO:0042162']
AT1G16980	['GO:0003825', 'GO:0016757']
AT1G17000	['GO:0003825']
AT1G17020	['GO:0016682']
AT1G17040	['GO:0003700']
AT1G17050	['GO:0052924']
AT1G17060	['GO:0090411']
AT1G17070	['GO:0005515', 'GO:1990446']
AT1G17080	['GO:0005515']
AT1G17100	['GO:0020037']
AT1G17110	['GO:0004843', 'GO:0005515']
AT1G17120	['GO:0015174', 'GO:0022857']
AT1G17147	['GO:0005515']
AT1G17150	['GO:0004650']
AT1G17160	['GO:0004747']
AT1G17170	['GO:0004364', 'GO:0043295']
AT1G17180	['GO:0004364']
AT1G17190	['GO:0004364']
AT1G17200	['GO:0005515']
AT1G17210	['GO:0008270']
AT1G17220	['GO:0003729', 'GO:0003743', 'GO:0003924']
AT1G17230	['GO:0004674', 'GO:0005515']
AT1G17240	['GO:0004672']
AT1G17250	['GO:0004672']
AT1G17260	['GO:0008553', 'GO:0015662', 'GO:0016887', 'GO:0019829']
AT1G17270	['GO:0046922']
AT1G17280	['GO:0004842', 'GO:0005515', 'GO:0061631']
AT1G17290	['GO:0004021', 'GO:0005524', 'GO:0030170']
AT1G17310	['GO:0000976', 'GO:0000981', 'GO:0000987', 'GO:0003700', 'GO:0046983']
AT1G17370	['GO:0003729', 'GO:0005515']
AT1G17380	['GO:0005515']
AT1G17410	['GO:0004550']
AT1G17420	['GO:0016165']
AT1G17440	['GO:0005515', 'GO:0046982']
AT1G17455	['GO:0042803']
AT1G17460	['GO:0000976']
AT1G17470	['GO:0003729', 'GO:0003924', 'GO:0005525', 'GO:0019003', 'GO:0070300']
AT1G17480	['GO:0005515']
AT1G17500	['GO:0000287', 'GO:0015662', 'GO:0016887', 'GO:0140326']
AT1G17520	['GO:0000976', 'GO:0003691', 'GO:0003700']
AT1G17530	['GO:0015450', 'GO:0022857']
AT1G17540	['GO:0004672', 'GO:0005524', 'GO:0016301']
AT1G17545	['GO:0004722']
AT1G17550	['GO:0005515', 'GO:0017018']
AT1G17560	['GO:0003735']
AT1G17570	['GO:0030533']
AT1G17580	['GO:0003774', 'GO:0005515', 'GO:0042802']
AT1G17590	['GO:0003700', 'GO:0005515']
AT1G17600	['GO:0005515', 'GO:0043531']
AT1G17610	['GO:0005515', 'GO:0043531', 'GO:0061809']
AT1G17615	['GO:0005515', 'GO:0043531']
AT1G17630	['GO:0003723']
AT1G17650	['GO:0005515', 'GO:0030267', 'GO:0050661', 'GO:0051287']
AT1G17660	['GO:0030533']
AT1G17670	['GO:0030533']
